"Site","SamplingDate","PlantYr","Nrate","Block","Plot","DryBM.Mg.ha.","Nrate.IS","Wp","GrowingSeason","GS","StandAge","GS.Age.ID","GS.Age.Wp.ID","Location"
"SERF",2018-03-09,"2016 PlantYear",300,"II",20,28.30400943,336,"II 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpII 2016","SE Iowa"
"SERF",2018-03-09,"2017 PlantYear",300,"II",21,2.467652439,336,"II 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpII 2017","SE Iowa"
"SERF",2018-03-09,"2017 PlantYear",400,"II",22,3.937655172,448,"II 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpII 2017","SE Iowa"
"SERF",2018-03-09,"2017 PlantYear",100,"II",23,4.580123656,112,"II 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpII 2017","SE Iowa"
"SERF",2018-03-09,"2017 PlantYear",0,"II",24,3.4084,0,"II 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpII 2017","SE Iowa"
"SERF",2018-03-09,"2017 PlantYear",200,"II",25,5.169677419,224,"II 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpII 2017","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",100,"II",26,24.136873,112,"II 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpII 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",400,"II",27,18.63855828,448,"II 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpII 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",0,"II",28,27.03363006,0,"II 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpII 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",300,"II",29,26.18955882,336,"II 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpII 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",200,"II",30,24.63552439,224,"II 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpII 2015","SE Iowa"
"SERF",2018-03-09,"2017 PlantYear",100,"III",31,3.946526316,112,"III 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIII 2017","SE Iowa"
"SERF",2018-03-09,"2017 PlantYear",300,"III",32,4.307142857,336,"III 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIII 2017","SE Iowa"
"SERF",2018-03-09,"2017 PlantYear",200,"III",33,5.411023256,224,"III 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIII 2017","SE Iowa"
"SERF",2018-03-09,"2017 PlantYear",400,"III",34,5.84387914,448,"III 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIII 2017","SE Iowa"
"SERF",2018-03-09,"2017 PlantYear",0,"III",35,3.567416667,0,"III 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIII 2017","SE Iowa"
"SERF",2018-03-09,"2016 PlantYear",100,"III",36,27.33619384,112,"III 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIII 2016","SE Iowa"
"SERF",2018-03-09,"2016 PlantYear",400,"III",37,22.16142988,448,"III 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIII 2016","SE Iowa"
"SERF",2018-03-09,"2016 PlantYear",300,"III",38,26.621075,336,"III 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIII 2016","SE Iowa"
"SERF",2018-03-09,"2016 PlantYear",0,"III",39,28.24784258,0,"III 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIII 2016","SE Iowa"
"SERF",2018-03-09,"2016 PlantYear",200,"III",40,22.59793478,224,"III 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIII 2016","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",100,"III",41,30.42766995,112,"III 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIII 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",300,"III",42,32.87175361,336,"III 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIII 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",200,"III",43,33.257905,224,"III 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIII 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",0,"III",44,19.8002619,0,"III 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIII 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",400,"III",45,30.39046963,448,"III 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIII 2015","SE Iowa"
"SERF",2018-03-09,"2017 PlantYear",0,"IV",46,6.461363636,0,"IV 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIV 2017","SE Iowa"
"SERF",2018-03-09,"2017 PlantYear",300,"IV",47,6.335232558,336,"IV 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIV 2017","SE Iowa"
"SERF",2018-03-09,"2017 PlantYear",400,"IV",48,4.709189189,448,"IV 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIV 2017","SE Iowa"
"SERF",2018-03-09,"2017 PlantYear",100,"IV",49,3.993980769,112,"IV 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIV 2017","SE Iowa"
"SERF",2018-03-09,"2017 PlantYear",200,"IV",50,5.80425,224,"IV 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIV 2017","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",300,"IV",51,24.19031034,336,"IV 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIV 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",100,"IV",52,25.93347656,112,"IV 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIV 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",400,"IV",53,25.4954549,448,"IV 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIV 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",200,"IV",54,23.88009633,224,"IV 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIV 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",0,"IV",55,24.00678173,0,"IV 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIV 2015","SE Iowa"
"SERF",2018-03-09,"2016 PlantYear",0,"IV",56,21.16357258,0,"IV 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIV 2016","SE Iowa"
"SERF",2018-03-09,"2016 PlantYear",300,"IV",57,23.74463918,336,"IV 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIV 2016","SE Iowa"
"SERF",2018-03-09,"2016 PlantYear",400,"IV",58,29.37010582,448,"IV 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIV 2016","SE Iowa"
"SERF",2018-03-09,"2016 PlantYear",100,"IV",59,28.65373077,112,"IV 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIV 2016","SE Iowa"
"SERF",2018-03-09,"2016 PlantYear",200,"IV",60,34.09485283,224,"IV 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIV 2016","SE Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",100,"I",1,21.915,112,"I 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpI 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",300,"I",2,31.29462299,336,"I 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpI 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",400,"I",3,24.48089526,448,"I 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpI 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",0,"I",4,19.52882243,0,"I 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpI 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",200,"I",5,23.61422368,224,"I 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpI 2015","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",400,"I",6,NA,448,"I 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpI 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",0,"I",7,NA,0,"I 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpI 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",300,"I",8,NA,336,"I 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpI 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",200,"I",9,NA,224,"I 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpI 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",100,"I",10,NA,112,"I 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpI 2016","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",300,"I",11,2.03815,336,"I 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpI 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",200,"I",12,1.367,224,"I 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpI 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",400,"I",13,1.59515,448,"I 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpI 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",0,"I",14,1.983,0,"I 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpI 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",100,"I",15,1.77485,112,"I 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpI 2017","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",100,"II",16,13.0291519,112,"II 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpII 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",400,"II",17,27.92342644,448,"II 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpII 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",200,"II",18,24.78347235,224,"II 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpII 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",0,"II",19,18.91264021,0,"II 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpII 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",300,"II",20,19.24558252,336,"II 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpII 2016","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",300,"II",21,3.838416244,336,"II 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpII 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",400,"II",22,3.2095,448,"II 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpII 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",100,"II",23,3.4585,112,"II 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpII 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",0,"II",24,3.7385,0,"II 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpII 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",200,"II",25,3.463,224,"II 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpII 2017","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",100,"II",26,25.72804348,112,"II 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpII 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",400,"II",27,28.11791014,448,"II 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpII 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",0,"II",28,25.07315502,0,"II 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpII 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",300,"II",29,24.19822835,336,"II 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpII 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",200,"II",30,26.58960352,224,"II 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpII 2015","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",100,"III",31,1.4665,112,"III 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIII 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",300,"III",32,0.87365,336,"III 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIII 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",200,"III",33,0.59,224,"III 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIII 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",400,"III",34,0.5525,448,"III 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIII 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",0,"III",35,1.9125,0,"III 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIII 2017","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",100,"III",36,NA,112,"III 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIII 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",400,"III",37,17.30869048,448,"III 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIII 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",300,"III",38,17.61084,336,"III 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIII 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",0,"III",39,12.74385455,0,"III 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIII 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",200,"III",40,20.09102222,224,"III 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIII 2016","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",100,"III",41,23.87853247,112,"III 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIII 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",300,"III",42,23.18989694,336,"III 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIII 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",200,"III",43,26.3132974,224,"III 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIII 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",0,"III",44,17.34495968,0,"III 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIII 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",400,"III",45,27.9616,448,"III 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIII 2015","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",0,"IV",46,2.7105,0,"IV 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIV 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",300,"IV",47,2.044,336,"IV 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIV 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",400,"IV",48,0.556,448,"IV 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIV 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",100,"IV",49,1.6283,112,"IV 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIV 2017","Central Iowa"
"Sorenson",2018-02-14,"2017 PlantYear",200,"IV",50,2.836,224,"IV 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIV 2017","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",300,"IV",51,22.20526104,336,"IV 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIV 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",100,"IV",52,28.77263934,112,"IV 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIV 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",400,"IV",53,26.5506,448,"IV 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIV 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",200,"IV",54,26.77608641,224,"IV 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIV 2015","Central Iowa"
"Sorenson",2018-02-14,"2015 PlantYear",0,"IV",55,18.207675,0,"IV 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIV 2015","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",0,"IV",56,NA,0,"IV 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIV 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",300,"IV",57,21.29752326,336,"IV 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIV 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",400,"IV",58,NA,448,"IV 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIV 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",100,"IV",59,25.60428776,112,"IV 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIV 2016","Central Iowa"
"Sorenson",2018-02-14,"2016 PlantYear",200,"IV",60,12.19801626,224,"IV 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIV 2016","Central Iowa"
"Sorenson",2018-11-13,"2015 PlantYear",100,"I",1,24.9945,112,"I 2015","2018 GrowingSeason","2018 GS","4 yr old","2018 GS - 4 yr old","2018 GS - 4 yr old x WpI 2015","Central Iowa"
"Sorenson",2018-11-13,"2015 PlantYear",300,"I",2,31.9358,336,"I 2015","2018 GrowingSeason","2018 GS","4 yr old","2018 GS - 4 yr old","2018 GS - 4 yr old x WpI 2015","Central Iowa"
"Sorenson",2018-11-13,"2015 PlantYear",400,"I",3,27.2025,448,"I 2015","2018 GrowingSeason","2018 GS","4 yr old","2018 GS - 4 yr old","2018 GS - 4 yr old x WpI 2015","Central Iowa"
"Sorenson",2018-11-13,"2015 PlantYear",0,"I",4,14.432,0,"I 2015","2018 GrowingSeason","2018 GS","4 yr old","2018 GS - 4 yr old","2018 GS - 4 yr old x WpI 2015","Central Iowa"
"Sorenson",2018-11-13,"2015 PlantYear",200,"I",5,25.6355,224,"I 2015","2018 GrowingSeason","2018 GS","4 yr old","2018 GS - 4 yr old","2018 GS - 4 yr old x WpI 2015","Central Iowa"
"Sorenson",2018-11-13,"2016 PlantYear",400,"I",6,24.64,448,"I 2016","2018 GrowingSeason","2018 GS","3 yr old","2018 GS - 3 yr old","2018 GS - 3 yr old x WpI 2016","Central Iowa"
"Sorenson",2018-11-13,"2016 PlantYear",0,"I",7,18.5472,0,"I 2016","2018 GrowingSeason","2018 GS","3 yr old","2018 GS - 3 yr old","2018 GS - 3 yr old x WpI 2016","Central Iowa"
"Sorenson",2018-11-13,"2016 PlantYear",300,"I",8,22.458,336,"I 2016","2018 GrowingSeason","2018 GS","3 yr old","2018 GS - 3 yr old","2018 GS - 3 yr old x WpI 2016","Central Iowa"
"Sorenson",2018-11-13,"2016 PlantYear",200,"I",9,22.209,224,"I 2016","2018 GrowingSeason","2018 GS","3 yr old","2018 GS - 3 yr old","2018 GS - 3 yr old x WpI 2016","Central Iowa"
"Sorenson",2018-11-13,"2016 PlantYear",100,"I",10,31.317,112,"I 2016","2018 GrowingSeason","2018 GS","3 yr old","2018 GS - 3 yr old","2018 GS - 3 yr old x WpI 2016","Central Iowa"
"Sorenson",2018-11-13,"2017 PlantYear",300,"I",11,29.139,336,"I 2017","2018 GrowingSeason","2018 GS","2 yr old","2018 GS - 2 yr old","2018 GS - 2 yr old x WpI 2017","Central Iowa"
"Sorenson",2018-11-13,"2017 PlantYear",200,"I",12,27.2778,224,"I 2017","2018 GrowingSeason","2018 GS","2 yr old","2018 GS - 2 yr old","2018 GS - 2 yr old x WpI 2017","Central Iowa"
"Sorenson",2018-11-13,"2017 PlantYear",400,"I",13,19.0449,448,"I 2017","2018 GrowingSeason","2018 GS","2 yr old","2018 GS - 2 yr old","2018 GS - 2 yr old x WpI 2017","Central Iowa"
"Sorenson",2018-11-13,"2017 PlantYear",0,"I",14,20.384,0,"I 2017","2018 GrowingSeason","2018 GS","2 yr old","2018 GS - 2 yr old","2018 GS - 2 yr old x WpI 2017","Central Iowa"
"Sorenson",2018-11-13,"2017 PlantYear",100,"I",15,26.2925,112,"I 2017","2018 GrowingSeason","2018 GS","2 yr old","2018 GS - 2 yr old","2018 GS - 2 yr old x WpI 2017","Central Iowa"
"Sorenson",2018-11-13,"2016 PlantYear",100,"II",16,34.038,112,"II 2016","2018 GrowingSeason","2018 GS","3 yr old","2018 GS - 3 yr old","2018 GS - 3 yr old x WpII 2016","Central Iowa"
"Sorenson",2018-11-13,"2016 PlantYear",400,"II",17,29.8965,448,"II 2016","2018 GrowingSeason","2018 GS","3 yr old","2018 GS - 3 yr old","2018 GS - 3 yr old x WpII 2016","Central Iowa"
"Sorenson",2018-11-13,"2016 PlantYear",200,"II",18,23.607,224,"II 2016","2018 GrowingSeason","2018 GS","3 yr old","2018 GS - 3 yr old","2018 GS - 3 yr old x WpII 2016","Central Iowa"
"Sorenson",2018-11-13,"2016 PlantYear",0,"II",19,21.3073,0,"II 2016","2018 GrowingSeason","2018 GS","3 yr old","2018 GS - 3 yr old","2018 GS - 3 yr old x WpII 2016","Central Iowa"
"Sorenson",2018-11-13,"2016 PlantYear",300,"II",20,22.5316,336,"II 2016","2018 GrowingSeason","2018 GS","3 yr old","2018 GS - 3 yr old","2018 GS - 3 yr old x WpII 2016","Central Iowa"
"Sorenson",2018-11-13,"2017 PlantYear",300,"II",21,28.776,336,"II 2017","2018 GrowingSeason","2018 GS","2 yr old","2018 GS - 2 yr old","2018 GS - 2 yr old x WpII 2017","Central Iowa"
"Sorenson",2018-11-13,"2017 PlantYear",400,"II",22,20.91,448,"II 2017","2018 GrowingSeason","2018 GS","2 yr old","2018 GS - 2 yr old","2018 GS - 2 yr old x WpII 2017","Central Iowa"
"Sorenson",2018-11-13,"2017 PlantYear",100,"II",23,21.024,112,"II 2017","2018 GrowingSeason","2018 GS","2 yr old","2018 GS - 2 yr old","2018 GS - 2 yr old x WpII 2017","Central Iowa"
"Sorenson",2018-11-13,"2017 PlantYear",0,"II",24,20.5952,0,"II 2017","2018 GrowingSeason","2018 GS","2 yr old","2018 GS - 2 yr old","2018 GS - 2 yr old x WpII 2017","Central Iowa"
"Sorenson",2018-11-13,"2017 PlantYear",200,"II",25,17.7196,224,"II 2017","2018 GrowingSeason","2018 GS","2 yr old","2018 GS - 2 yr old","2018 GS - 2 yr old x WpII 2017","Central Iowa"
"Sorenson",2018-11-13,"2015 PlantYear",100,"II",26,24.921,112,"II 2015","2018 GrowingSeason","2018 GS","4 yr old","2018 GS - 4 yr old","2018 GS - 4 yr old x WpII 2015","Central Iowa"
"Sorenson",2018-11-13,"2015 PlantYear",400,"II",27,27.5128,448,"II 2015","2018 GrowingSeason","2018 GS","4 yr old","2018 GS - 4 yr old","2018 GS - 4 yr old x WpII 2015","Central Iowa"
